sector,link,Ministry/Organization Name,id
Education & Training,https://no3korba.kvs.ac.in,"Kendriya Vidyalaya No. 3, Korba, Kusmunda",6047
Education & Training,https://www.aau.ac.in,Assam Agricultural University,6048
Education & Training,https://www.ercncte.org,National Council for Teacher Education,6050
Education & Training,https://alipore.kvs.ac.in,"Kendriya Vidyalaya Command Hospital, Alipore",6051
Education & Training,https://jamai.kvs.ac.in,"Kendriya Vidyalaya Jamai, Jabalpur",6052
Education & Training,https://nal.kvs.ac.in,"Kendriya Vidyalaya , NAL campus, Bangalore",6053
Education & Training,https://gcwgandhinagar.com,"Government Women College, Gandhi Nagar, Jammu, Jammu and Kashmir",6054
Education & Training,https://no2tambaram.kvs.ac.in,"Kendriya Vidyalaya No 2,AFS,Tambaram,Chennai, Tamil Nadu",6055
Education & Training,https://gcert.gujarat.gov.in,"Gujarat Council of Educational Research and Training, Gandhinagar, Gujarat",6056
Education & Training,https://begumpetafs.kvs.ac.in,"Kendriya Vidyalaya, Begumpet, Hyderabad",6057
Education & Training,https://bharatskills.gov.in,Bharat Skills,6058
Education & Training,https://silchar.kvs.ac.in,"Kendriya Vidyalaya Silchar, Assam",6059
Education & Training,https://hattanagar.kvs.ac.in,"Kendriya Vidyalaya Hatta, Jabalpur",6060
Education & Training,https://bsfbaikunthpur.kvs.ac.in,"Kendriya Vidyalaya BSF Baikunthpur, West Bengal",6061
Education & Training,https://shivgarhraebareli.kvs.ac.in,"Kendriya Vidyalaya Shivgarh, Raebareli",6062
Education & Training,https://www.skillodisha.gov.in,"Odisha Skill Development Authority, Odisha",6063
Education & Training,https://kctu.karnataka.gov.in,"Karnataka Council for Technological Upgradation, Karnataka",6064
Education & Training,https://eltiassam.assam.gov.in,"English Language Teaching Institute, Assam",6065
Education & Training,https://no1itanagar.kvs.ac.in,"Kendriya Vidyalaya No.1, Itanagar, Arunachal Pradesh",6066
Education & Training,https://www.nitp.ac.in,"National Institute of Technology (NIC), Patna",6067
Education & Training,https://gct.ac.in,"Government College of Technology, Coimbatore, Tamil Nadu",6068
Education & Training,https://aligarh.kvs.ac.in,"Kendriya Vidyalaya Aligarh, Agra",6069
Education & Training,https://itilhrg.delhi.gov.in,"ITI, Lala Hans Raj Gupta Industrial Training Institute, Delhi",6070
Education & Training,https://iitjodhpur.kvs.ac.in,"Kendriya Vidyalaya IIT, Jodhpur",6071
Education & Training,https://danapurcantt.kvs.ac.in,"Kendriya Vidyalaya Danapur Cantt, Patna",6072
Education & Training,https://diet.utl.gov.in,"District Institute of Education and Training (DIET), Kavaratti, Lakshadweep",6073
Education & Training,https://www.gtu.ac.in,"Gujarat Technological University, Gujarat",6074
Education & Training,https://madhupurdeoghar.kvs.ac.in,"Kendriya Vidyalaya Madhupur, Deoghar",6075
Education & Training,https://nituk.ac.in,"National Institute of Technology (NIT), Uttarakhand",6077
Education & Training,https://www.iitbbs.ac.in,"Indian Institute of Technology (IIT), Bhubaneswar",6078
Education & Training,https://nmu.ac.in,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon, Maharashtra",6079
Education & Training,https://bemlnagarkolar.kvs.ac.in,"Kendriya Vidyalaya BEML Nagar, Karnataka",6080
Education & Training,https://rkpuramsec2.kvs.ac.in,"Kendriya Vidyalaya  Sector-2, Ram Krishan Puram, Delhi",6081
Education & Training,https://itijp.delhi.gov.in,"ITI, Jahangirpuri, Delhi",6082
Education & Training,https://gandhianstudies.puchd.ac.in,"Department of Gandhian and Peace Studies, Panjab University, Chandigarh",6083
Education & Training,https://fddiindia.com,Footwear Design and Development Institute (FDDI),6084
Education & Training,https://no2calicut.kvs.ac.in,"Kendriya Vidyalaya No 2, Kozhikode, Calicut",6085
Education & Training,https://niftem.ac.in,"National  Institute of Food Technology Entrepreneurship and Management (NIFTEM), Kundli",6086
Education & Training,https://drkp.delhi.gov.in,"DIET, R K Puram, New Delhi",6087
Education & Training,https://jamunacolliery.kvs.ac.in,"Kendriya Vidyalaya Jamuna Colliery, Jabalpur",6088
Education & Training,https://www.cuh.ac.in,Central University of Haryana,6089
Education & Training,https://afsshillong.kvs.ac.in,"Kendriya Vidyalaya Laitkor Peak, Shillong",6090
Education & Training,https://bopter.gov.in,"Board of Practical Training (BOPT), Easter Region",6091
Education & Training,https://mohanbari.kvs.ac.in,"Kendriya Vidyalaya Mohanbari, Dibrugarh",6092
Education & Training,https://iiitu.ac.in,"Indian Institute of Information Technology (IIIT), Una",6093
Education & Training,https://doonuniversity.ac.in,"Doon University, Dehradun",6094
Education & Training,https://pau.edu,"Punjab Agricultural University (PAU), Punjab",6095
Education & Training,https://natpac.kerala.gov.in,"KSCSTE - National Transportation Planning and Research Centre (NATPAC), Kerala",6096
Education & Training,https://rewari.kvs.ac.in,"Kendriya Vidyalaya Rewari, Haryana",6097
Education & Training,https://tfrijabalpur.kvs.ac.in,"Kendriya Vidyalaya TFRI, Jabalpur",6098
Education & Training,https://no1akhnoor.kvs.ac.in,"Kendriya Vidyalaya Akhnoor, Jammu",6099
Education & Training,https://no1golconda.kvs.ac.in,"Kendriya Vidyalaya  No. 1, Golconda",6100
Education & Training,https://swriavikanagar.kvs.ac.in,"Kendriya Vidyalaya, Avikanagar, Rajasthan",6101
Education & Training,https://gpwchd.edu.in,"Goverment Polytechnic for Women, Chandigarh",6102
Education & Training,https://www.iipsdata.ac.in,International Institute for Population Sciences (IIPS),6103
Education & Training,https://tte.delhi.gov.in,"Directorate of Training and Technical Education, Delhi",6104
Education & Training,https://iimcampus.kvs.ac.in,"Kendriya Vidyalaya IIM, Lucknow",6105
Education & Training,https://dmb.delhi.gov.in,"DIET, Moti Bagh, New Delhi",6106
Education & Training,https://nizamabad.kvs.ac.in,"Kendriya Vidyalaya Nizamabad, Hyderabad",6107
Education & Training,https://palwal.kvs.ac.in,"Kendriya Vidyalaya, Karna, Palwal, Haryana",6108
Education & Training,https://ramagundamntpc.kvs.ac.in,"Kendriya Vidyalaya NTPC Ramagundam, Telangana",6109
Education & Training,https://khagaul.kvs.ac.in,"Kendriya Vidyalaya Khagaul, Patna",6110
Education & Training,https://no3patiala.kvs.ac.in,"Kendriya Vidyalaya No. 3 Patiala Cantonment, Punjab",6111
Education & Training,https://ciet.ncert.gov.in,Central Institute of Educational Technology (CIET),6112
Education & Training,https://raichur.kvs.ac.in,"Kendriya Vidyalaya Raichur, Karnataka",6113
Education & Training,https://asapkerala.gov.in,Additional Skill Acquisition Programme (ASAP) Kerala,6114
Education & Training,https://www.ihmbhopal.ac.in,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Bhopal",6115
Education & Training,https://sambraafs.kvs.ac.in,"Kendriya Vidyalaya No.1, Air Force Station, Sambra",6116
Education & Training,https://www.dietthrissur.org,"District Institute of Education and Training (DIET) - Thrissur, Kerala",6117
Education & Training,https://suryalankaafs.kvs.ac.in,"Kendriya Vidyalaya, AFS Suryalanka",6118
Education & Training,https://bhadohi.kvs.ac.in,"Kendriya Vidyalaya Bhadohi, Varanasi",6119
Education & Training,https://no2korba.kvs.ac.in,"Kendriya Vidyalaya Korba Kusumunda, Chhattisgarh",6120
Education & Training,https://govindpurbsf.kvs.ac.in,"Kendriya Vidyalaya Raiganj BSF, Uttar Dinajpur",6121
Education & Training,https://rangiya.kvs.ac.in,"Kendriya Vidyalaya Rangiya, Kamrup",6122
Education & Training,https://jharodakalan.kvs.ac.in,"Kendriya Vidyalaya, Jharodakalan, Delhi",6123
Education & Training,https://icvcollege.edu.in,"Iswar Chandra Vidyasagar College, Tripura",6124
Education & Training,https://narayanpur.kvs.ac.in,"Kendriya Vidyalaya Narayanpur, Chhattisgarh",6125
Education & Training,https://kimin.kvs.ac.in,"Kendriya Vidyalaya Kimin, Arunachal Pradesh",6126
Education & Training,https://balrampur.kvs.ac.in,"Kendriya Vidyalaya Balrampur, Lucknow",6127
Education & Training,https://www.csrtimys.res.in,"Central Sericultural Research and Training Institute (CSRTI), Mysore",6128
Education & Training,https://hebbalbangalore.kvs.ac.in,"Kendriya Vidyalaya Hebbal, Bangalore, Karnataka",6129
Education & Training,https://drdokanchanbagh.kvs.ac.in,"Kendriya Vidyalaya DRDO, Kanchanbagh",6130
Education & Training,https://bamangachi.kvs.ac.in,"Kendriya Vidyalaya Bamangachi, Kolkata",6131
Education & Training,https://no3afjamnagar.kvs.ac.in,"Kendriya Vidyalaya No.3, AF-2, Jamnagar, Gujarat",6132
Education & Training,https://club.ndl.iitkgp.ac.in,"Institutional Registration, National Digital Library of India",6133
Education & Training,https://bandel.kvs.ac.in,"Kendriya Vidyalaya Bandel, Kolkata",6134
Education & Training,https://www.nielit.gov.in/chandigarh,"National Institute of Electronics and Information Technology (NIELIT), Chandigarh",6135
Education & Training,https://kalakshetra.in,"Kalakshetra Foundation, Chennai",6136
Education & Training,https://no3ambalacantt.kvs.ac.in,"Kendriya Vidyalaya No. 3 Ambala Cantt , Haryana",6137
Education & Training,https://crpfdurgapur.kvs.ac.in,"Kendriya Vidyalaya CRPF Durgapur, Kolkata",6138
Education & Training,https://balurghat.kvs.ac.in,"Kendriya Vidyalaya Balurghat, Kolkata",6139
Education & Training,https://no1tirichy.kvs.ac.in,"Kendriya Vidyalaya, No.1, Triuchirapalli, Tamilnadu",6140
Education & Training,https://www.gpfwjammu.org,"Government Polytechnic for Women Jammu, Jammu and Kashmir",6141
Education & Training,https://no1saltlake.kvs.ac.in,"Kendriya Vidyalaya No.1 Salt Lake, Kolkata",6142
Education & Training,https://purch.puchd.ac.in,"P.U. Swami Sarvanand Giri Regional Centre, Panjab University, Chandigarh",6143
Education & Training,https://pali.kvs.ac.in,"Kendriya Vidyalaya Pali, Jaipur",6144
Education & Training,https://deoria.kvs.ac.in,"Kendriya Vidyalaya Deoria, Varanasi",6145
Education & Training,https://no1armapur.kvs.ac.in,"Kendriya Vidyalaya No.1 Armapur, Kanpur",6146
Education & Training,https://jhunjhunu.kvs.ac.in,Kendriya Vidyalaya Jhunjhunu,6147
Education & Training,https://kashipur.kvs.ac.in,"Kendriya Vidyalaya Kashipur, Uttarakhand",6148
Education & Training,https://siddipet.kvs.ac.in,"Kendriya Vidyalaya  Siddipet, Telangana",6149
Education & Training,https://no1jaipur.kvs.ac.in,"Kendriya Vidyalaya No.1, Bajaj Nagar, Jaipur",6150
Education & Training,https://adilabad.kvs.ac.in,"Kendriya Vidyalaya Adilabad, Hyderabad",6151
Education & Training,https://iimraipur.ac.in,"Indian Institute of Management (IIM), Raipur",6152
Education & Training,https://lakhnadon.kvs.ac.in,"Kendriya Vidyalaya Lakhnadon, Jabalpur",6153
Education & Training,https://nubra.kvs.ac.in,"Kendriya Vidyalaya, Nubra",6154
Education & Training,https://chhattarpur.kvs.ac.in,"Kendriya Vidyalaya Chhatarpur, Jabalpur",6155
Education & Training,https://minambakkam.kvs.ac.in,"Kendriya Vidyalaya Minambakkam ,Chennai",6156
Education & Training,https://no1bhusawal.kvs.ac.in,"Kendriya Vidyalaya No.1 Bhusawal, Mumbai",6157
Education & Training,https://no2mangalore.kvs.ac.in,"Kendriya Vidyalaya No.2 Mangaluru, Karnataka",6158
Education & Training,https://tumkur.kvs.ac.in,"Kendriya Vidyalaya Tumakuru, Karnataka",6159
Education & Training,https://no1uppal.kvs.ac.in,"Kendriya Vidyalaya No.1, Uppal, Hyderabad",6160
Education & Training,https://iphb.goa.gov.in,"Institute of Psychiatry & Human Behaviour (IPHB), Goa",6161
Education & Training,https://no2kalaikunda.kvs.ac.in,"Kendriya Vidyalaya No.2 Kalaikunda, Kolkata",6162
Education & Training,https://no2sagar.kvs.ac.in,"Kendriya Vidyalaya No.2, Sagar",6163
Education & Training,https://ncte.gov.in,National Council for Teacher Education (NCTE),6164
Education & Training,https://gpmumbai.ac.in,"Government Polytechnic, Mumbai, Maharashtra",6165
Education & Training,https://goalpara.kvs.ac.in,"Kendriya Vidyalaya Goalpara, Assam",6166
Education & Training,https://ntpcfarakka.kvs.ac.in,"Kendriya Vidyalaya NTPC Farakka, Kolkata",6167
Education & Training,https://davangere.kvs.ac.in,"Kendriya Vidyalaya Davangere, Karnataka",6168
Education & Training,https://no1bhubaneswar.kvs.ac.in,"Kendriya Vidyalaya No.1, Bhubaneswar",6169
Education & Training,https://nagaur.kvs.ac.in,Kendriya Vidyalaya Nagaur,6170
Education & Training,https://www.mangaloreuniversity.ac.in,"Mangalore University, Konaje, Karnataka",6171
Education & Training,https://schedujammu.nic.in,"Directorate of School Education Jammu, Jammu and Kashmir",6172
Education & Training,https://no2saltlake.kvs.ac.in,"Kendriya Vidyalaya No.2 Salt Lake, Kolkata",6173
Education & Training,https://katihar.kvs.ac.in,"Kendriya Vidyalaya Katihar, Patna",6174
Education & Training,https://rgnv-bag.uk.gov.in,"Rajeev Gandhi Navodaya Vidyalaya, Bahuli, Bageshwar, Uttarakhand",6175
Education & Training,https://iiitdwd.ac.in,"Indian Institute of Information Technology (IIIT), Dharwad",6176
Education & Training,https://gcdharamshala.in,"Government College Dharamshala, Himachal Pradesh",6177
Education & Training,https://www.capekerala.org,"Co-operative Academy of Professional Education (CAPE), Kerala",6178
Education & Training,https://iimranchi.ac.in,"Indian Institute of Management (IIM), Ranchi",6179
Education & Training,https://www.bankurauniv.ac.in,"Bankura University, West Bengal",6180
Education & Training,https://sevokeroad.kvs.ac.in,"Kendriya Vidyalaya, Sevoke Road, West Bengal",6181
Education & Training,https://bsfbagafa.kvs.ac.in,"Kendriya Vidyalaya Bagafa, Silchar",6182
Education & Training,https://pilbs.punjab.gov.in,Punjab Institute of Liver & Biliary Sciences,6183
Education & Training,https://gmcsurat.edu.in,"Government Medical College, Surat, Gujarat",6184
Education & Training,https://basti.kvs.ac.in,"Kendriya Vidyalaya Basti, Varanasi",6185
Education & Training,https://mughalsarai.kvs.ac.in,"Kendriya Vidyalaya Mughalsarai, Uttar Pradesh",6186
Education & Training,https://waltair.kvs.ac.in,"Kendriya Vidyalaya Waltair, Hyderabad",6187
Education & Training,https://drdobangalore.kvs.ac.in,"Kendriya Vidyalaya, DRDO - Project School Sponsored By DRDO, Bengaluru",6188
Education & Training,https://no2hajirasurat.kvs.ac.in,"Kendriya Vidyalaya No.2 Kribhco Township, Surat, Gujarat",6189
Education & Training,https://manendragarh.kvs.ac.in,"Kendriya Vidyalaya Manendragarh, Raipur",6190
Education & Training,https://mtechadm.iitm.ac.in,"DoMS, Managment Studies, Indian Institute of Technology Madras",6191
Education & Training,https://mathurabaad.kvs.ac.in,"Kendriya Vidyalaya No.3 Baad, Mathura",6192
Education & Training,https://madhyamik.assam.gov.in,"Directorate of Secondary Education, Assam",6193
Education & Training,https://dhamtari.kvs.ac.in,"Kendriya Vidyalaya Dhamtari, Raipur",6194
Education & Training,https://arah.kvs.ac.in,"Kendriya Vidyalaya Ara, Bihar",6195
Education & Training,https://www.iisertirupati.ac.in,"Indian Institute of Science Education and Research (IISER), Tirupati",6196
Education & Training,https://www.klsgaci.edu.in,"Pt. Khushilal Sharma Government (Autonomous) Ayurveda College & Institute Bhopal, Madhya Pradesh",6197
Education & Training,https://pmposhan.education.gov.in,Pradhan Mantri Poshan Shakti Nirman,6198
Education & Training,https://dietnongstoin.gov.in,"District Institute of Education and Training, Nongstoin, Meghalaya",6199
Education & Training,https://lumding.kvs.ac.in,"Kendriya Vidyalaya Officers Colony, Lumding, Assam",6200
Education & Training,https://vsnnagpur.kvs.ac.in,"Kendriya Vidyalaya Vayusena Nagar, Nagpur",6201
Education & Training,https://kokrajhar.kvs.ac.in,"Kendriya Vidyalaya Kokrajhar, Guwahati",6202
Education & Training,https://www.iitkgp.ac.in,"Indian Institute of Technology (IIT), Kharagpur",6203
Education & Training,https://www.ncskochi.ac.in,"Navy Children School, Kochi, Kerala",6204
Education & Training,https://rajshaladarpan.nic.in/SD3/Home/Public2/Default.aspx,"Integrated Shala Darpan, Rajasthan",6205
Education & Training,https://www.nitdelhi.ac.in,"National Institute of Technology (NIT), Delhi",6206
Education & Training,https://no1vijayawada.kvs.ac.in,Kendriya Vidyalaya No.1 Vijayawada,6207
Education & Training,https://kandukurtown.kvs.ac.in,"Kendriya Vidyalaya Kandukur Town, Andhra Pradesh",6208
Education & Training,https://no2balasore.kvs.ac.in,"Kendriya Vidyalaya No 2 Balasore,Odisha",6209
Education & Training,https://dme.telangana.gov.in,"Directorate of Medical Education, Telangana",6210
Education & Training,https://www.nielit.gov.in/haridwar,"National Institute of Electronics & Information Technology, Haridwar",6211
Education & Training,https://atingl.nic.in,"Administrative Training Institute, Nagaland",6212
Education & Training,https://kvkuppersubansiri.nic.in,"Krishi Vigyan Kendra, Upper Subansiri, Arunachal Pradesh",6213
Education & Training,https://www.gcelt.gov.in,"Government College of Engineering & Leather Technology, West Bengal",6214
Education & Training,https://mbacademy.delhi.gov.in,"Maithili-Bhojpuri Academy, Delhi",6215
Education & Training,https://nsmahavidyalaya.nic.in,"Netaji Subhash Mahavidyalaya, Udaipur, Tripura",6216
Education & Training,https://www.attc.skmpoly.edu.in,"Advanced Technical Training Centre (ATTC), Sikkim",6217
Education & Training,https://seclnowrozabad.kvs.ac.in,"Kendriya Vidyalaya Nowrozabad, Madhya Pradesh",6218
Education & Training,https://cmeridurgapur.kvs.ac.in,"Kendriya Vidyalaya CMERI Durgapur, Kolkata",6219
Education & Training,https://no4gwaliorafs.kvs.ac.in,"Kendriya Vidyalaya No.4 Maharajpur, Gwalior, Madhya Pradesh",6220
Education & Training,https://iiits.ac.in,"Indian Institute of Information Technology (IIIT), Chittoor",6221
Education & Training,https://no1afsjorhat.kvs.ac.in,"Kendriya Vidyalaya AFS Jorhat, Assam",6223
Education & Training,https://raigarh.kvs.ac.in,"Kendriya Vidyalaya Raigarh, Chhattisgarh",6224
Education & Training,https://no2rewa.kvs.ac.in,"Kendriya Vidyalaya No. 2, Rewa, Madhya Pradesh",6225
Education & Training,https://rohinisec22.kvs.ac.in,"Kendriya Vidyalaya sector-22, Rohini At D-16, sector-3, Rohini, Delhi",6226
Education & Training,https://iiitbh.ac.in,"Indian Institute of Information Technology (IIIT), Bhagalpur",6227
Education & Training,https://adoor.kvs.ac.in,"Kendriya Vidyalaya, Adoor, Pathanamthitta, Kerala",6228
Education & Training,https://no1amritsarcantt.kvs.ac.in,"Kendriya Vidyalaya No.1, Amritsar Cantonment, Amritsar, Punjab",6229
Education & Training,https://www.ugc.ac.in/deb,Distance Education Bureau (DEB) - A Bureau of University Grants Commission (UGC),6230
Education & Training,https://ladakh.nic.in/higher-education,"Higher Education Department, Ladakh",6231
Education & Training,https://inskalinga.kvs.ac.in,"Kendriya Vidyalaya INS, Kalinga",6232
Education & Training,https://nirm.in,National Institute of Rock Mechanics (NIRM),6233
Education & Training,https://www.dtekerala.gov.in,"Directorate of Technical Education, Kerala",6234
Education & Training,https://no2katni.kvs.ac.in,"Kendriya Vidyalaya No.2, NKJ, Katni",6235
Education & Training,https://mallapuram.kvs.ac.in,"Kendriya Vidyalaya  Malappuram, Ernakulam",6236
Education & Training,https://pec.ac.in,"Punjab Engineering College (PEC), Chandigarh",6237
Education & Training,https://no2udaipur.kvs.ac.in,"Kendriya Vidyalaya No.2, Eklinggarh Cantt, Udaipur",6238
Education & Training,https://kishtwar.kvs.ac.in,"Kendriya Vidyalaya Kishtwar, Jammu & Kashmir",6239
Education & Training,https://www.muhs.ac.in,"Maharashtra University of Health Sciences, Nashik, Maharashtra",6240
Education & Training,https://lalgarhjattan.kvs.ac.in,"Kendriya Vidyalaya Lalgarh Jattan, Jaipur",6241
Education & Training,https://tamulpur.kvs.ac.in,"Kendriya Vidyalaya Tamulpur, Assam",6242
Education & Training,https://www.amu.ac.in,Aligarh Muslim University (AMU),6243
Education & Training,https://afswadsar.kvs.ac.in,"Kendriya Vidyalaya Wadsar, Gujarat",6244
Education & Training,https://iiitallahabad.kvs.ac.in,"Kendriya Vidyalaya IIIT Jhalwa, Varanasi",6245
Education & Training,https://bsfraninagar.kvs.ac.in,"Kendriya Vidyalaya BSF Raninagar, Jalpaiguri",6246
Education & Training,https://itishahdara.delhi.gov.in,"ITI Shahdara, Delhi",6248
Education & Training,https://www.iiap.res.in,Indian Institute of Astrophysics (IIA),6249
Education & Training,https://www.kvkathmandu.net,"Kendriya Vidyalaya, Kathmandu, Nepal",6250
Education & Training,https://kite.kerala.gov.in,"Kerala Infrastructure and Technology for Education (KITE), Kerala",6251
Education & Training,https://eacuppershillong.kvs.ac.in,"Kendriya Vidyalaya EAC, Upper Shillong, Meghalaya",6252
Education & Training,https://nitsri.ac.in,"National Institute of Technology (NIT), Srinagar",6253
Education & Training,https://no2afstezpur.kvs.ac.in,"Kendriya Vidyalaya No.2 AFS , Tezpur",6254
Education & Training,https://www.natboard.edu.in,National Board of Examinations,6255
Education & Training,https://bed.delhi.gov.in,"Bachelor of Education Program, Delhi",6256
Education & Training,https://www.ihmlucknow.com,"Institute of Hotel Management, Lucknow",6257
Education & Training,https://www.iith.ac.in,"Indian Institute of Technology (IIT), Hyderabad",6258
Education & Training,https://roraipur.kvs.gov.in,"Kendriya Vidyalaya Sangathan, Regional Office, Raipur",6259
Education & Training,https://kawardha.kvs.ac.in,"Kendriya Vidyalaya Kawardha, Raipur",6260
Education & Training,https://eluru.kvs.ac.in,"Kendriya Vidyalaya Eluru, Hyderabad",6261
Education & Training,https://patan.kvs.ac.in,"Kendriya Vidyalaya Patan, Ahemdabad",6262
Education & Training,https://phulera.kvs.ac.in,"Kendriya Vidyalaya Phulera, Rajasthan",6263
Education & Training,https://no1tezpur.kvs.ac.in,"Kendriya Vidyalaya No.1 Tezpur, Assam",6264
Education & Training,https://results.cusat.ac.in,"Cochin University of Science and Technology, Kerala",6265
Education & Training,https://www.nimsuniversity.org,"Nims University, Jaipur, Rajasthan",6266
Education & Training,https://dehradunolf.kvs.ac.in,"Kendriya Vidyalaya OLF, Raipur, Dehradun",6267
Education & Training,https://www.periyaruniversity.ac.in,"Periyar University, Tamil Nadu",6268
Education & Training,https://alipurduar.kvs.ac.in,"Kendriya Vidyalaya Alipurduar, Kolkata",6269
Education & Training,https://nitttrbpl.ac.in,"National Institute of Technical Teachers Training and Research (NITTTR), Bhopal",6270
Education & Training,https://mrcahmedabad.kvs.ac.in,"Kendriya Vidyalaya No.1 Shahibaug, Ahmedabad, Gujarat",6271
Education & Training,https://fmuniversity.nic.in,"Fakir Mohan University, Odisha",6272
Education & Training,https://no2akhnoor.kvs.ac.in,"Kendriya Vidyalaya No.2 Akhnoor, Jammu",6273
Education & Training,https://mkuniversity.ac.in,"Madurai Kamaraj University, Tamil Nadu",6274
Education & Training,https://jutogh.kvs.ac.in,"Kendriya Vidyalaya Jutogh Cantt, Shimla",6275
Education & Training,https://www.nitw.ac.in,"National Institute of Technology (NIT), Warangal",6276
Education & Training,https://himmatnagar.kvs.ac.in,"Kendriya Vidyalaya Himmat Nagar, Gujarat",6277
Education & Training,https://andrewsganj.kvs.ac.in,"Kendriya Vidyalaya, Andrews Ganj, New Delhi",6278
Education & Training,https://agppanta.kvs.ac.in,"Kendriya Vidyalaya, NTPC, Anta, Rajasthan",6279
Education & Training,https://schooledn.py.gov.in/diet/introductiondiet.html,"District Institute of Education and Training (DIET), Puducherry",6280
Education & Training,https://steelplant.kvs.ac.in,"Kendriya Vidyalaya Steel Plant, Visakhapatnam",6281
Education & Training,https://silvassa.kvs.ac.in,"Kendriya Vidyalaya Tokarkhada, Silvassa",6282
Education & Training,https://dte.maharashtra.gov.in,"Directorate of Technical Education, Maharashtra",6283
Education & Training,https://mdm.wbsed.gov.in,"Pradhan Mantri Poshan Shakti Nirman (PM POSHAN), West Bengal",6284
Education & Training,https://gonda.kvs.ac.in,"Kendriya Vidyalaya Gonda, Varanasi",6285
Education & Training,https://crpfmudkhed.kvs.ac.in,"Kendriya Vidyalaya CRPF Mudkhed, Nanded",6287
Education & Training,https://shikshaportal.mp.gov.in,"Education Portal 2.0, Madhya Pradesh",6288
Education & Training,https://bolpur.kvs.ac.in,"Kendriya Vidyalaya Bolpur, Kolkata",6289
Education & Training,https://www.nita.ac.in,"National Institute of Technology (NIT), Agartala",6290
Education & Training,https://khamariaof.kvs.ac.in,"Kendriya Vidyalaya O.F. Khamaria, Jabalpur",6291
Education & Training,https://www.bknmu.edu.in,"Bhakta Kavi Narsinh Maheta University, Gujarat",6292
Education & Training,https://godda.kvs.ac.in,"Kendriya Vidyalaya Godda, Jharkhand",6293
Education & Training,https://www.jmi.ac.in,Jamia Millia Islamia,6294
Education & Training,https://baramula.kvs.ac.in,"Kendriya Vidyalaya Baramulla, Jammu and Kashmir",6295
Education & Training,https://jansuraksha.gov.in,Jan-Dhan Se Jan Suraksha Portal,6296
Education & Training,https://no3pune.kvs.ac.in,"Kendriya Vidyalaya No.3, Pune",6297
Education & Training,https://copyright.gov.in,Copyright Office,6298
Education & Training,https://vasantkunj.kvs.ac.in,"Kendriya Vidyalaya, Vasant Kunj, New Delhi",6299
Education & Training,https://no1ishapore.kvs.ac.in,"Kendriya Vidyalaya No.1 Ishapore, Kolkata",6300
Education & Training,https://www.nift.ac.in/delhi,"National Institute of Fashion Technology (NIFT), New Delhi",6301
Education & Training,https://jashpur.kvs.ac.in,"Kendriya Vidyalaya Jashpur, Raipur",6302
Education & Training,https://www.pmsonline.bih.nic.in,"Post Matric Scholarship Portal, Bihar",6303
Education & Training,https://no1madurai.kvs.ac.in,"Kendriya Vidyalaya No 1, Madurai, Tamil Nadu",6304
Education & Training,https://dantewada.kvs.ac.in,"Kendriya Vidyalaya, Dantewada, Chhattisgarh",6305
Education & Training,https://mggcm.and.nic.in,"Mahatma Gandhi Government College, Mayabunder, Andaman & Nicobar Islands",6306
Education & Training,https://www.nie.gov.in,National Institute of Epidemiology (NIE),6307
Education & Training,https://pusaiti.delhi.gov.in,"Industrial Training Institute Pusa, Delhi",6309
Education & Training,https://www.ihmhajipur.net,"Institute of Hotel Management (IHM), Hajipur",6310
Education & Training,https://chapra.kvs.ac.in,"Kendriya Vidyalaya, Chapra, Bihar",6311
Education & Training,https://gootyanantpur.kvs.ac.in,"Kendriya Vidyalaya Gooty, Andhra Pradesh",6312
Education & Training,https://jalore.kvs.ac.in,"Kendriya Vidyalaya Jalore, Jaipur",6313
Education & Training,https://no4korba.kvs.ac.in,"Kendriya Vidyalaya NTPC Korba, Chhattisgarh",6314
Education & Training,https://pmevidya.education.gov.in,PM e-VIDYA,6315
Education & Training,https://kvkrajouri.nic.in,"Krishi Vigyan Kendra (KVK), Rajouri",6316
Education & Training,https://economics.puchd.ac.in,"Department of Economics, Panjab University, Chandigarh",6317
Education & Training,https://jecassam.ac.in,"Jorhat Engineering College, Assam",6318
Education & Training,https://malanjkhand.kvs.ac.in,"Kendriya Vidyalaya Malanjkhand, Balaghat, MP",6319
Education & Training,https://cmepune.kvs.ac.in,"Kendriya Vidyalaya CME, Pune",6320
Education & Training,https://www.bdu.ac.in,"Bharathidasan University, Tiruchirappalli, Tamil Nadu",6321
Education & Training,https://andcollege.du.ac.in,"Acharya Narendra Dev College, Delhi",6322
Education & Training,https://ujjain.kvs.ac.in,"Kendriya Vidyalaya Ujjain, Madhya Pradesh",6323
Education & Training,https://no2srivijayanagar.kvs.ac.in,"Kendriya Vidyalaya No.2 Sri Vijaya Nagar, Visakhapatnam",6324
Education & Training,https://koliwada.kvs.ac.in,"Kendriya Vidyalaya Koliwada, Maharashtra",6325
Education & Training,https://gangavathi.kvs.ac.in,"Kendriya Vidyalaya Gangavathi, Bangalore",6326
Education & Training,https://secldhanpuri.kvs.ac.in,"Kendriya Vidyalaya Dhanpuri, Madhya Pradesh",6327
Education & Training,https://nationalawardstoteachers.education.gov.in,National Awards to Teachers,6328
